artists,name,danceability,energy,popularity,year
['Don Omar'],Good Looking,0.629,0.88,66,2010
['Millenium'],Waltz Vocanda - Live in Krakow 2009,0.313,0.65,0,2010
"['Yelawolf', 'Gucci Mane']",I Just Wanna Party,0.785,0.5660000000000001,48,2010
"['Drake', 'Nicki Minaj']",Up All Night,0.606,0.8109999999999999,62,2010
"['My Darkest Days', 'Ludacris']",Porn Star Dancing - Bonus Track,0.59,0.914,50,2010
['Kesha'],Your Love Is My Drug,0.826,0.612,68,2010
"['Far East Movement', 'The Cataracs', 'DEV']",Like A G6,0.435,0.8370000000000001,69,2010
['Matthew West'],Strong Enough,0.373,0.787,54,2010
['Millenium'],Visit in Hell - Live in Krakow 2009,0.6,0.6409999999999999,0,2010
['Millenium'],I Would Like to Say Something - Live in Krakow 2009,0.593,0.765,0,2010
"['Lloyd Banks', 'Juelz Santana']","Beamer, Benz, Or Bentley",0.652,0.6709999999999999,57,2010
['The Dandy Warhols'],Godless - Extended Outro,0.424,0.789,7,2010
['The Dandy Warhols'],Godless - Extended Outro,0.424,0.789,14,2010
"['Katy Perry', 'Snoop Dogg']",California Gurls,0.7879999999999999,0.753,63,2010
['The Dandy Warhols'],Scientist,0.8340000000000001,0.691,5,2010
['The Dandy Warhols'],Scientist,0.8340000000000001,0.691,10,2010
"['MU2', 'Franky']",In the Year 2525 - Single-Cut,0.735,0.9670000000000001,0,2010
['Taio Cruz'],Dynamite,0.754,0.804,71,2010
['The Dandy Warhols'],Get Off,0.46799999999999997,0.821,7,2010
['The Dandy Warhols'],Get Off,0.46799999999999997,0.821,15,2010
['Selena Gomez & The Scene'],Round & Round,0.545,0.6859999999999999,50,2010
['Justin Bieber'],Somebody To Love,0.7140000000000001,0.833,69,2010
['Ludacris'],How Low,0.785,0.498,62,2010
['Get Scared'],Sarcasm,0.387,0.929,65,2010
['The Pretty Reckless'],Make Me Wanna Die,0.495,0.905,54,2010
['Dj Thera'],One Year 4 Years (Dj Vortex Remix),0.7290000000000001,0.9570000000000001,0,2010
['Randy Rogers Band'],Interstate,0.602,0.802,48,2010
['Nicki Minaj'],Your Love,0.42200000000000004,0.52,60,2010
['Robyn'],Dancing On My Own - Radio Edit,0.573,0.9259999999999999,59,2010
['Sick Puppies'],Riptide,0.505,0.757,51,2010
['Daft Punk'],"Derezzed - From ""TRON: Legacy""/Score",0.54,0.635,56,2010
"['Taio Cruz', 'Ludacris']",Break Your Heart,0.6659999999999999,0.899,65,2010
['The Dandy Warhols'],Holding Me Up,0.522,0.9079999999999999,7,2010
['The Dandy Warhols'],Holding Me Up,0.522,0.9079999999999999,14,2010
['Justin Bieber'],Never Let You Go,0.66,0.8109999999999999,58,2010
['Katy Perry'],Last Friday Night (T.G.I.F.),0.652,0.812,67,2010
['The Dandy Warhols'],Every Day Should Be A Holiday - Tony Lash Mix,0.40700000000000003,0.8959999999999999,8,2010
['The Dandy Warhols'],Every Day Should Be A Holiday - Tony Lash Mix,0.40700000000000003,0.8959999999999999,16,2010
['10 Years'],Fix Me,0.44799999999999995,0.84,60,2010
['Robyn'],Call Your Girlfriend,0.599,0.887,52,2010
['The Dandy Warhols'],The Last High - Edit,0.655,0.856,7,2010
['The Dandy Warhols'],The Last High - Edit,0.655,0.856,14,2010
['The Dandy Warhols'],Bohemian Like You,0.5579999999999999,0.932,17,2010
['The Dandy Warhols'],Bohemian Like You,0.5579999999999999,0.932,19,2010
"['Roscoe Dash', 'Soulja Boy']",All The Way Turnt Up,0.512,0.965,52,2010
['The Dandy Warhols'],Boys Better,0.307,0.816,11,2010
['The Dandy Warhols'],Boys Better,0.307,0.816,18,2010
['Katy Perry'],The One That Got Away,0.691,0.795,65,2010
['My Darkest Days'],Every Lie,0.578,0.938,52,2010
['Hinder'],All American Nightmare,0.47,0.948,57,2010
['Breaking Benjamin'],Blow Me Away - Soundtrack Version,0.539,0.96,58,2010
['My Darkest Days'],Move Your Body,0.626,0.897,49,2010
['The Dandy Warhols'],Good Morning,0.28,0.735,11,2010
['The Dandy Warhols'],Good Morning,0.28,0.735,18,2010
['Neon Trees'],Animal,0.48200000000000004,0.833,70,2010
['12 Stones'],We Are One,0.444,0.9740000000000001,58,2010
['The Dandy Warhols'],Smoke It,0.419,0.9490000000000001,5,2010
['The Dandy Warhols'],Smoke It,0.419,0.9490000000000001,10,2010
['The Dandy Warhols'],We Used To Be Friends,0.664,0.6629999999999999,8,2010
['The Dandy Warhols'],We Used To Be Friends,0.664,0.6629999999999999,18,2010
['Neon Trees'],1983,0.46299999999999997,0.981,51,2010
['Godsmack'],Cryin' Like A Bitch!!,0.5429999999999999,0.8079999999999999,66,2010
['Godsmack'],Love-Hate-Sex-Pain,0.215,0.9109999999999999,62,2010
['Kesha'],Take It Off,0.7290000000000001,0.675,68,2010
['Inter Arma'],2000 Years,0.354,0.98,3,2010
['The Dandy Warhols'],Not If You Were The Last Junkie On Earth,0.428,0.632,14,2010
['The Dandy Warhols'],Not If You Were The Last Junkie On Earth,0.428,0.632,25,2010
['The Dandy Warhols'],This Is The Tide,0.446,0.894,6,2010
['The Dandy Warhols'],This Is The Tide,0.446,0.894,12,2010
['Wippenberg'],Pong [ASOT 437] - Original Mix,0.579,0.6709999999999999,9,2009
['Arnej'],They Need Us [ASOT 437] - Club Edit,0.7090000000000001,0.9690000000000001,10,2009
"['Ron Hagen', 'Pascal M']",Riddles In The Sand [ASOT 437] - Original Mix,0.713,0.8909999999999999,10,2009
"['Matt Darey', 'Urban Astronauts', 'Kate Louise Smith', 'Aurosonic']",See The Sun [ASOT 437] - Aurosonic Remix,0.606,0.8740000000000001,10,2009
"['Roger Shah', 'Signum']",Healesville Sanctuary [ASOT 437] - Roger Shah Remix,0.5920000000000001,0.946,8,2009
['Gareth Emery'],Metropolis [ASOT 437] - Original Mix,0.523,0.9259999999999999,9,2009
"['Dash Berlin', 'Emma Hewitt']",Waiting [ASOT 437] - Original Mix,0.47600000000000003,0.961,9,2009
"['M.I.K.E.', 'Gareth Emery']",Sunrise At Palamos 2009 [ASOT 437] - Gareth Emery Remix,0.373,0.9790000000000001,0,2009
"['Josh Gabriel', 'Winter Kills']",Deep Down [ASOT 437] - Original Mix,0.619,0.8959999999999999,9,2009
"['Nic Chagall', 'Jonathan Mendelsohn']",This Moment [ASOT 437] - Prog Mix,0.593,0.922,10,2009
['Armin van Buuren'],A State Of Trance [ASOT 437] - Intro,0.354,0.55,7,2009
['Chicane'],Poppiholla [ASOT 437] - Original Mix,0.609,0.895,9,2009
"[""John O'Callaghan"", 'Lo-Fi Sugar', 'Andy Duguid']",Never Fade Away [ASOT 437] - Andy Duguid Remix,0.6509999999999999,0.924,10,2009
"[""John O'Callaghan"", 'Sarah Howells', 'Cosmic Gate']",Find Yourself [ASOT 437] - Cosmic Gate Remix,0.593,0.737,10,2009
"['Armin van Buuren', 'Martin Roth']",Face To Face [ASOT 437] - Martin Roth Remix,0.545,0.991,7,2009
"['Moonbeam', 'Avis Vox']",About You [ASOT 437] - Original Mix,0.64,0.8759999999999999,10,2009
"['Alex M.O.R.P.H.', 'Ana Criado']",Sunset Boulevard [ASOT 437] - Original Mix,0.479,0.991,7,2009
"[""John O'Callaghan"", 'Audrey Gallagher', 'Marcus SchÃ¶ssow']",Take It All Away [ASOT 437] - Marcus Schossow Remix,0.612,0.71,10,2009
['Markus Schulz'],Do You Dream [ASOT 437] - Original Mix,0.513,0.99,8,2009
['Neptune Project'],Aztec [ASOT 437] - Original Mix,0.552,0.998,7,2009
"['Paul van Dyk', 'Johnny McDaid', 'Cosmic Gate']",Home [ASOT 437] - Cosmic Gate Remix,0.632,0.785,10,2009
"['tyDi', 'Audrey Gallagher']",You Walk Away [ASOT 437] - Original Mix,0.506,0.9490000000000001,7,2009
"['Cerf, Mitiska & Jaren', 'Armin van Buuren']",Beggin' You [ASOT 437] - Armin van Buuren Remix,0.488,0.995,10,2009
['Breakfast'],Remember [ASOT 437] - Original Mix,0.515,0.885,8,2009
['Arnej'],Dust In The Wind [ASOT 437] - Original Mix,0.682,0.68,10,2009
['Rank 1'],L.E.D. There Be Light [ASOT 437] - Original Mix,0.5720000000000001,0.958,7,2009
"['Armin van Buuren', 'Jacqueline Govaert', 'Omnia']",Never Say Never [ASOT 437] - Omnia Remix,0.594,0.884,10,2009
"['Cressida', 'Stoneface & Terminal']",Onyric [ASOT 437] - Stoneface & Terminal Remix,0.512,0.9420000000000001,9,2009
['Heatbeat'],Vergatron [ASOT 437] - Original Mix,0.52,0.934,7,2009
"['Monogato', 'Omnia']",Miami Vibe [ASOT 437] - Omnia Remix,0.605,0.991,10,2009
"['Dash Berlin', 'Cerf, Mitiska & Jaren']",Man On The Run [ASOT 437] - Original Mix,0.475,0.899,9,2009
"['Armin van Buuren', 'VanVelzen']",Broken Tonight [ASOT 437] - Original Mix,0.629,0.773,10,2009
['Rank 1'],Symfo (Sunrise Festival Theme 2009) [ASOT 437] - Original Mix,0.6629999999999999,0.772,20,2009
"['Lange', 'Sarah Howells', 'Ronski Speed']",Let It All Out [ASOT 437] - Ronski Speed Remix,0.466,0.945,9,2009
"['Armin van Buuren', 'Cathy Burton', 'Cosmic Gate']",Rain [ASOT 437] - Cosmic Gate Remix,0.5479999999999999,0.73,10,2009
"['RAM', 'Jorn Van Deynhoven']",RAMsterdam [ASOT 437] - Jorn van Deynhoven Remix,0.43200000000000005,0.982,9,2009
['Marco V'],Unprepared [ASOT 437] - Original Mix,0.5489999999999999,0.83,9,2009
"['Ferry Corsten', 'Tritonal']",We belong [ASOT 437] - Tritonal Air Up There Remix,0.513,0.973,8,2009
['Thomas Bronzwaer'],Look Ahead [ASOT 437] - Original Mix,0.513,0.975,8,2009
['Gareth Emery'],Exposure [ASOT 437] - Original Mix,0.504,0.86,8,2009
['Gareth Emery'],Exposure [ASOT 437] - Original Mix,0.504,0.86,8,2009
"['Rex Mundi', 'Susana']",Nothing At All [ASOT 437] - Original Mix,0.486,0.88,9,2009
['Sean Tyas'],Melbourne [ASOT 437] - Original Mix,0.532,0.996,7,2009
"['Claudia Cazacu', 'Audrey Gallagher']",Freefallin [ASOT 437] - Original Mix,0.532,0.986,9,2009
"['Ferry Corsten', 'Novastar']",Because [ASOT 437] - The Remix,0.583,0.852,10,2009
"['Ferry Corsten', 'Novastar']",Because [ASOT 437] - The Remix,0.583,0.852,10,2009
"['Fabio XB', 'Ronnie Play', 'Gabriel Cage', 'Cosmic Gate']",Inside Of You [ASOT 437] - Cosmic Gate Remix,0.6579999999999999,0.73,8,2009
"['Paul van Dyk', 'Hemstock & Jennings', 'Super8 & Tab']",Nothing But You [ASOT 437] - Super8 & Tab Remix,0.498,0.8740000000000001,12,2009
"['Philippe El Sisi', 'Aminda', 'Aly & Fila']",You Never Know [ASOT 437] - Aly & Fila Remix,0.387,0.997,8,2009
"['Vast Vision', 'Fisher', 'Aly & Fila']",Everything [ASOT 437] - Aly & Fila Remix,0.435,0.958,7,2009
"['Vast Vision', 'Fisher', 'Aly & Fila']",Everything [ASOT 437] - Aly & Fila Remix,0.435,0.958,7,2009
"['Filo & Peri', 'Aruna', 'Alex M.O.R.P.H.']",Ashley [ASOT 437] - Alex M.O.R.P.H. Remix,0.469,0.986,9,2009
"['Fabio XB', 'Andrea Mazza', 'Gareth Emery']",Light To Lies [ASOT 437] - Gareth Emery Remix,0.579,0.8340000000000001,11,2009
"['The Blizzard', 'Gate', 'Sunn Jellie']",Iselilja [ASOT 437] - Sunn Jellie & The Blizzard Dub Mix,0.551,0.9490000000000001,10,2009
['3rd Moon'],Monsun [ASOT 437] - Original Mix,0.45899999999999996,0.9990000000000001,7,2009
"['Ohmna', 'Nurlaila', 'MaRLo']",Key Of Life [ASOT 437] - MarLo Remix,0.614,0.935,10,2009
['Jochen Miller'],Brace Yourself [ASOT 437] - Original Mix,0.61,0.883,8,2009
['GAIA'],Tuvan [ASOT 437],0.462,0.9109999999999999,9,2009
['Ilya Soloviev'],Universal Universe [ASOT 437] - Original Mix,0.414,0.996,8,2009
"['Lange', 'Andy Moor']",Stadium Four [ASOT 437] - Original Mix,0.542,0.7909999999999999,8,2009
"[""John O'Callaghan"", 'Josie', 'Stoneface & Terminal']",Out Of Nowhere [ASOT 437] - Stoneface & Terminal Remix,0.426,0.982,8,2009
['Mat Zo'],The Fractal Universe [ASOT 437] - Original Mix,0.648,0.965,9,2009
"['Andy Moor', 'Ashley Wallbridge', 'Meighan Nealon']",Faces [ASOT 437] - Original Mix,0.522,0.797,9,2009
"['Paul Webster', 'Angelic Amanda', 'Sean Tyas']",Time [ASOT 437] - Sean Tyas Dub Mix,0.44,0.99,7,2009
['Andy Blueman'],Everlasting [ASOT 437] - Original Mix,0.442,0.996,7,2009
['W&W'],Mainstage [ASOT 437] - Original Mix,0.505,0.855,6,2009
['Twenty One Pilots'],Before You Start Your Day,0.363,0.135,53,2009
['Twenty One Pilots'],Implicit Demand For Proof,0.495,0.262,54,2009
['Twenty One Pilots'],Oh Ms Believer,0.501,0.32799999999999996,62,2009
['Twenty One Pilots'],March To The Sea,0.693,0.496,53,2009
['Twenty One Pilots'],"Friend, Please",0.228,0.517,56,2009
['Twenty One Pilots'],Fall Away,0.816,0.7659999999999999,61,2009
['Twenty One Pilots'],Taxi Cab,0.5670000000000001,0.5720000000000001,55,2009
['Twenty One Pilots'],The Pantaloon,0.733,0.636,54,2009
['Twenty One Pilots'],Addict With A Pen,0.5529999999999999,0.787,57,2009
['Twenty One Pilots'],Trapdoor,0.55,0.625,54,2009
['Twenty One Pilots'],"A Car, A Torch, A Death",0.618,0.732,54,2009
['Twenty One Pilots'],Isle Of Flightless Birds,0.753,0.42100000000000004,55,2009
['Twenty One Pilots'],Air Catcher,0.519,0.436,53,2009
['Twenty One Pilots'],Johnny Boy,0.561,0.841,59,2009
['Dj Emma'],Happy New Year Mix 2009,0.792,0.742,1,2009
['GAIA'],Tuvan [ASOT 436] **Tune Of The Year**,0.46299999999999997,0.727,4,2009
['Ikimonogakari'],ãƒ›ã‚¿ãƒ«ãƒŽãƒ’ã‚«ãƒª,0.5660000000000001,0.919,66,2009
['Stephen Marley'],Someone To Love,0.752,0.841,53,2009
['Jay Electronica'],Exhibit C,0.49,0.818,55,2009
['The Party Boyz'],Flex,0.821,0.503,45,2009
"['Hurricane Chris', 'Superstarr']",Halle Berry (She's Fine) (feat. Superstarr),0.7090000000000001,0.7440000000000001,48,2009
['Mudvayne'],Scream With Me,0.262,0.867,55,2009
"['Sunlounger', 'Zara']",Lost [ASOT 435] **Tune Of The Year 2008** - Dance Version,0.5710000000000001,0.539,2,2009
"['Latte Chill', 'Kyoki']",Theatre of Memories,0.563,0.285,0,2009
['Latte Chill'],Sad Day,0.593,0.479,0,2009
['Latte Chill'],Born of Nature,0.612,0.813,0,2009
"['Fatman Scoop, DJ Class & The Disco Fries']",New Years Anthem (Radio Edit Street 2010 Edit),0.96,0.903,0,2009
['Latte Chill'],Life,0.525,0.659,0,2009
"['Fatman Scoop, DJ Class & The Disco Fries']",New Years Anthem (Dirty Street 2010 Edit),0.965,0.889,0,2009
"['Fatman Scoop, DJ Class & The Disco Fries']",New Years Anthem (Clean Radio 2010 Edit),0.965,0.9420000000000001,0,2009
"['Fatman Scoop, DJ Class & The Disco Fries']",New Years Anthem (Dirty 2010 Edit),0.963,0.946,1,2009
"['Latte Chill', 'Jigsaw']",Gothic Nite Weird Cherry D_i_s_c_o,0.552,0.614,0,2009
['Latte Chill'],SlowMotion,0.639,0.532,0,2009
['Latte Chill'],Darker,0.5670000000000001,0.7979999999999999,0,2009
['Latte Chill'],Boredom,0.7340000000000001,0.37200000000000005,0,2009
['Latte Chill'],Every Mornings' Asia,0.625,0.732,0,2009
"['Fatman Scoop, DJ Class & The Disco Fries']",New Years Anthem (Clean Extended 2010 Edit),0.945,0.912,0,2009
"['Fatman Scoop, DJ Class & The Disco Fries']",New Years Anthem (Dirty Extended 2010 Edit),0.945,0.907,0,2009
['Latte Chill'],Ideas for the Sacred,0.591,0.597,0,2009
['Latte Chill'],Melody of the Shadow,0.764,0.39799999999999996,0,2009
['Latte Chill'],Dark Sorrow,0.5539999999999999,0.509,0,2009
['Latte Chill'],Grand M$ Open,0.731,0.5479999999999999,0,2009
['Latte Chill'],Silent Nite Club,0.677,0.511,0,2009
['Latte Chill'],Improvised Butterfly Tattoo,0.73,0.48700000000000004,0,2009
['Latte Chill'],Disorder in Rest-Around,0.6409999999999999,0.7170000000000001,0,2009
['Latte Chill'],Maybe 'No' for Storm,0.479,0.802,0,2009
['Alicia Keys'],Empire State of Mind (Part II) Broken Down,0.479,0.368,74,2009
['Alicia Keys'],Un-thinkable (I'm Ready),0.595,0.507,63,2009
['Alicia Keys'],Try Sleeping with a Broken Heart,0.496,0.82,61,2009
"['Mike Posner', 'Big Sean']",Cooler Than Me (feat. Big Sean),0.8370000000000001,0.515,69,2009
['Rosyroze'],Ay Que Linda 2010 - Anniversary Mix,0.807,0.877,0,2009
['Martijn Kuilema'],Shopping Girl 2010 - Original Mix,0.866,0.9059999999999999,0,2009
['M6'],Opus Sectrum - Original Mix,0.597,0.732,0,2009
"['Dash Berlin', 'Emma Hewitt']",Waiting - Vocal Mix,0.629,0.672,0,2009
['Vengeance'],Unexpectation - Denga vs Manus Mix,0.644,0.993,0,2009
"['Savannah', 'Roger Shah']",Body Lotion - Inspirations Mix,0.55,0.866,0,2009
['Signum'],Addicted - Original Mix,0.63,0.758,0,2009
"['Claudia Cazacu', 'Audrey Gallagher']",Freefalling - Original Mix,0.507,0.9,0,2009
['Sean Tyas'],Tingle - Original Mix,0.513,0.867,0,2009
['Thomas Bronzwaer'],Certitude - Original Mix,0.632,0.976,0,2009
['Elevation'],Biscayne - Lemon & Einar K Remix,0.574,0.731,0,2009
"['Paul Webster', 'Angelic Amanda']",Time - Sean Tyas Dub Mix,0.509,0.9520000000000001,0,2009
"['Ashley Wallbridge', 'Andy Moor', 'Meighan Nealon']",Faces - Original Mix,0.631,0.462,0,2009
"['Jaren', 'Cerf', 'Mitiska']",Beggin' You - Armin van Buuren Remix,0.669,0.746,0,2009
['GAIA'],Tuvan - Original Mix,0.597,0.718,0,2009
['GNX'],Copius Cain - Genix Re-Rub,0.7340000000000001,0.871,0,2009
"['Willem van Hanegem', 'M6']",Origin - Tech Mix,0.784,0.49700000000000005,0,2009
"[""John O'Callaghan"", 'Lo-Fi Sugar']",Never Fade Away - Giuseppe Ottaviani Remix,0.6659999999999999,0.9,0,2009
"['Fabio XB', 'Micky Vi']",Make This Your Day - Gareth Emery Remix,0.597,0.6609999999999999,0,2009
['Paul Webster'],Istanbul - Original Mix,0.522,0.9209999999999999,0,2009
['Orjan Nilsen'],Bloodtrain - Original Mix,0.65,0.915,0,2009
['RAM'],Ramsterdam - Jorn van Deynhoven Remix,0.485,0.9740000000000001,0,2009
['Jeff Wahl'],It Came Upon a Midnight Clear,0.72,0.0905,50,2009
['Ellen Cherry'],2010 Jazz Song #9,0.586,0.539,0,2009
['Ellen Cherry'],2005 My Favorite Blue Dress,0.6559999999999999,0.19,0,2009
['Ellen Cherry'],2003 I Hope To Dream of You Tonight (Street Lamp Style),0.6829999999999999,0.49700000000000005,0,2009
['Gramatik'],Just Jammin',0.815,0.6809999999999999,57,2009
['UVERworld'],D-tecnoLife,0.5,0.919,55,2009
['Glee Cast'],Don't Rain On My Parade (Glee Cast Version),0.483,0.691,57,2009
['Phunk Investigation'],Shuri Shuri - Original Club Mix,0.483,0.825,0,2009
['Kid Massive'],Let Yourself,0.58,0.501,0,2009
"['Chris Brown', 'Swizz Beatz', 'Lil Wayne']",I Can Transform Ya (feat. Swizz Beatz & Lil' Wayne),0.541,0.953,54,2009
['C-Code'],Burning Up In Here,0.85,0.909,0,2009
['Sunday Cinema'],Models At Work,0.7070000000000001,0.711,0,2009
['Whelan & Di Scala'],Cuba,0.7859999999999999,0.669,0,2009
['Mr Sam'],Tantra,0.792,0.948,0,2009
"['Patrick Plaice', 'Frank Ellrich']",Sticky Tape,0.887,0.7879999999999999,0,2009
['First State'],Off The Radar - First State's Bigroom Mix,0.57,0.8959999999999999,0,2009
['Mark Norman'],Lifeâ€™s Too Short (2009),0.6459999999999999,0.6709999999999999,0,2009
['Patrick Plaice'],Falling Out,0.802,0.659,0,2009
"['Alkatraz', 'Jennifer Hershman']",Can't Go On,0.6890000000000001,0.785,0,2009
['Dean Newton'],Amnesia,0.789,0.74,0,2009
['Mac & Mac'],Solid Session - Superfly Edit,0.7809999999999999,0.941,0,2009
['Miss Nine'],Lost And Found,0.5539999999999999,0.852,0,2009
"['Ben Preston', 'Susie']",Why We Run,0.682,0.9440000000000001,0,2009
['Vimana'],We Came - First State Remix,0.616,0.94,0,2009
['Fred Baker'],Ibiza Project 2009 - Electro Extended Mix,0.75,0.847,0,2009
['Daniel Heatcliff'],Phoenix,0.8009999999999999,0.7829999999999999,0,2009
['Alex Oâ€™rion'],Wunderpants - Original,0.727,0.7170000000000001,0,2009
"['Dunugoz', 'Tha Roofas']",The Cross-eyed Indian,0.703,0.809,0,2009
['Jordy Lishious'],Boiler,0.807,0.42100000000000004,0,2009
"['Usher', 'Plies']",Hey Daddy (Daddy's Home) (feat. Plies),0.402,0.741,47,2009
['Jonas Steur'],Get Busy,0.7909999999999999,0.767,0,2009
['Phynn'],Spacewalk,0.59,0.536,0,2009
"['Cor Fijneman', 'Da Huge']",Thank Him,0.8029999999999999,0.503,0,2009
['Nils Frahm'],Ambre,0.409,0.0523,60,2009
['James Horner'],"Becoming one of ""The People"" Becoming one with Neytiri",0.0993,0.0902,57,2009
['Young Curt'],No Bitch,0.879,0.47,49,2009
['Gucci Mane'],Lemonade,0.741,0.6579999999999999,59,2009
"['Gucci Mane', 'Plies']",Wasted (feat. Plies),0.7020000000000001,0.727,50,2009
['Bedtime Baby'],Brahms' Lullaby,0.44799999999999995,0.0883,58,2009
['Enya'],May It Be,0.151,0.172,51,2009
['Bedtime Baby'],Canon In D,0.353,0.217,51,2009
['Jenni Rivera'],DÃ©jame Volver Contigo,0.41600000000000004,0.36,54,2009
['Jenni Rivera'],Por QuÃ© No Le Calas,0.5820000000000001,0.385,59,2009
['Jenni Rivera'],No Llega el Olvido,0.573,0.276,65,2009
['Jenni Rivera'],La Gran SeÃ±ora,0.623,0.39799999999999996,63,2009
['Viola'],This Year It Will Be Different,0.317,0.244,0,2009
['Jenni Rivera'],Ya Lo SÃ©,0.485,0.38799999999999996,62,2009
['Los Hermanos Rosario'],La DueÃ±a Del Swing,0.746,0.919,65,2009
['My Chemical Romance'],All I Want for Christmas Is You - 2005,0.256,0.7879999999999999,48,2009
"[""New Year's Party Band""]",Brick House 2003,0.7140000000000001,0.8590000000000001,0,2009
['Boy Peacemaker'],à¹ƒà¸ˆà¸‰à¸±à¸™à¹€à¸›à¹‡à¸™à¸‚à¸­à¸‡à¹€à¸˜à¸­,0.62,0.599,1,2009
['Dew Arunpong'],à¹à¸¥à¸à¸—à¸±à¹‰à¸‡à¹ƒà¸ˆà¹à¸„à¹ˆà¹„à¸”à¹‰à¸£à¸±à¸à¹€à¸˜à¸­,0.5,0.568,1,2009
['Potato'],à¹à¸Šà¸£à¹Œ (Share),0.5479999999999999,0.494,1,2009
['à¸Šà¸²à¸Šà¹ˆà¸²'],à¹€à¸ˆà¹‡à¸šà¸—à¸µà¹ˆà¹„à¸£à¹‰à¸£à¹ˆà¸­à¸‡à¸£à¸­à¸¢,0.708,0.5379999999999999,0,2009
['Namm Ronnadet'],à¹ƒà¸«à¹‰à¸‰à¸±à¸™à¸”à¸¹à¹à¸¥à¹€à¸˜à¸­ - à¹€à¸žà¸¥à¸‡à¸›à¸£à¸°à¸à¸­à¸šà¸¥à¸°à¸„à¸£ à¸œà¸¹à¹‰à¹ƒà¸«à¸à¹ˆà¸¥à¸µà¸à¸±à¸šà¸™à¸²à¸‡à¸¡à¸²,0.68,0.6709999999999999,1,2009
['KLEAR'],à¹€à¸¥à¹ˆà¸™à¸‚à¸­à¸‡à¸ªà¸¹à¸‡,0.564,0.816,1,2009
['Sheranut Yusanon'],à¸£à¸±à¸à¹à¸—à¹‰...à¸¢à¸±à¸‡à¹„à¸‡,0.828,0.82,1,2009
['Ten Nararak'],à¸–à¸²à¸¡à¹€à¸­à¸²à¸­à¸°à¹„à¸£,0.499,0.48200000000000004,2,2009
['M Auttapon'],à¸•à¸±à¸§à¸­à¸´à¸ˆà¸‰à¸²,0.539,0.556,5,2009
['Sek Loso'],à¹„à¸¡à¹ˆà¸¢à¸­à¸¡à¸•à¸±à¸”à¹ƒà¸ˆ,0.531,0.561,1,2009
['Instinct'],à¹‚à¸›à¸£à¸”à¸ªà¹ˆà¸‡à¹ƒà¸„à¸£à¸¡à¸²à¸£à¸±à¸à¸‰à¸±à¸™à¸—à¸µ,0.565,0.725,1,2009
['Sukrit Wisetkaew'],à¸¡à¸²à¸à¸¡à¸²à¸¢,0.708,0.731,1,2009
['Da Endorphine'],à¸­à¸¢à¸²à¸à¹„à¸”à¹‰à¸¢à¸´à¸™à¸§à¹ˆà¸²à¸£à¸±à¸à¸à¸±à¸™,0.565,0.381,1,2009
['Ruj Supharuj'],à¸­à¸¢à¸¹à¹ˆà¹€à¸žà¸·à¹ˆà¸­à¹€à¸˜à¸­,0.478,0.657,1,2009
['Ruj Supharuj'],à¸­à¸¢à¸¹à¹ˆà¹€à¸žà¸·à¹ˆà¸­à¹€à¸˜à¸­,0.478,0.657,1,2009
['Big Ass'],à¸à¸¸à¹ˆà¸™,0.611,0.505,1,2009
['Bird Thongchai'],à¸ˆà¸°à¹„à¸”à¹‰à¹„à¸¡à¹ˆà¸¥à¸·à¸¡à¸à¸±à¸™,0.674,0.5589999999999999,2,2009
['Ichabod'],New Year's Prayer,0.35200000000000004,0.935,0,2009
['Cyndi Wang'],æˆ‘å¾ˆå¥½é‚£éº¼ä½ å‘¢?,0.67,0.483,48,2009
['Wiz Khalifa'],This Plane,0.6559999999999999,0.8490000000000001,51,2009
['TFDI'],Pretty Things,0.672,0.245,52,2009
"['Jim Cummings', 'Terence Blanchard']",Ma Belle Evangeline,0.37799999999999995,0.35200000000000004,50,2009
['Anika Noni Rose'],Almost There,0.512,0.499,52,2009
['Keith David'],Friends on the Other Side,0.363,0.622,51,2009
['Dr. John'],Down in New Orleans,0.6970000000000001,0.6759999999999999,51,2009
['Anika Noni Rose'],Down in New Orleans (Finale),0.5820000000000001,0.831,51,2009
"['Jim Cummings', 'Terrance Simien']",Gonna Take You There,0.6829999999999999,0.897,46,2009
"['Jenifer Lewis', 'The Pinnacle Gospel Choir']",Dig a Little Deeper,0.7190000000000001,0.825,61,2009
"['Michael-Leon Wooley', 'Bruno Campos', 'Anika Noni Rose', 'Terence Blanchard']",When We're Human,0.6890000000000001,0.779,60,2009
['Ne-Yo'],Never Knew I Needed,0.6459999999999999,0.787,50,2009
['Adam Lambert'],For Your Entertainment,0.654,0.872,52,2009
"['Youngman', 'Drumsound & Bassline Smith']",Steal My Heart - 2009 Relick,0.501,0.9540000000000001,0,2009
['Adam Lambert'],If I Had You,0.648,0.9079999999999999,56,2009
['Adam Lambert'],Whataya Want from Me,0.44,0.6829999999999999,63,2009
['Drumsound & Bassline Smith'],Junglist - 2009 Remix,0.5720000000000001,0.866,0,2009
"['Phetsta', 'ShockOne']",The Sun - 2009 Remix,0.325,0.894,1,2009
['Drumsound & Bassline Smith'],Breakdown - 2009 Relick,0.37,0.977,0,2009
['Scripture Lullabies'],Be Still and Know,0.171,0.115,48,2009
['Rihanna'],Te Amo,0.5670000000000001,0.7070000000000001,61,2009
['Rihanna'],Rude Boy,0.563,0.75,73,2009
['Rihanna'],Russian Roulette,0.48,0.486,64,2009
